ICAO,Registration,ModelICAO,Manufacturer,Model,ManufacturerAndModel,IsPrivateOperator,Operator,AirlineCode,SerialNumber,YearBuilt
A360EA,N317AZ,B763,Boeing,767-323,Boeing 767-323,0,Air Transport International,ATN,25445,1992
A361AC,N317JT,S22T,Cirrus,SR22T,Cirrus SR22T,1,Private,,8922,2022
A36279,N317SY,E75L,Embraer,E175LR,Embraer E175LR,0,SkyWest Airlines,SKW,17000919,2022
A364B8,N318BX,C182,Cessna,182T Skylane,Cessna 182T Skylane,1,Private,,18281416,
A364C0,N318CE,FA8X,Dassault,Falcon 8X,Dassault Falcon 8X,0,Executive Jet Management,EJM,444,2018
A364F4,N318EG,GLF5,Gulfstream Aerospace,5,Gulfstream 5,1,Private,,536,1997
A36588,N318LE,GA6C,Gulfstream,G600,Gulfstream G600,1,Private,,73052,2021
A36636,N318TD,B38M,Boeing,737 MAX 8,Boeing 737 MAX 8,0,American Airlines,AAL,68114,2023
A3690D,N319JE,CL60,Canadair,Challenger 605,Canadair Challenger 605,0,Jet Edge,EDG,5845,2010
A369CC,N319RW,C56X,Cessna,560XL Citation Excel,Cessna 560XL Citation Excel,1,Private,,560-5279,2002
A369E2,N319ST,GLF5,Gulfstream Aerospace,G550,Gulfstream Aerospace G550,1,Private,,5114,2006
A369E7,N319SY,E75L,Embraer,E175LR,Embraer E175LR,0,SkyWest Airlines,SKW,17000920,2022
A36A3B,N319WG,G280,Gulfstream Aerospace,G280,Gulfstream Aerospace G280,1,Private,,2230,
A36CC4,N32JE,GLF4,Gulfstream Aerospace,IV,Gulfstream Aerospace IV,1,Private,,1460,2001
A36E3B,N32ZE,GLF5,Gulfstream,G550,Gulfstream G550,1,Private,,5259,2009
A36FF7,N320SY,E75L,Embraer,E175LR,Embraer E175LR,0,SkyWest Airlines,SKW,17000921,2022
A36FFE,N320TE,CL60,Bombardier,Challenger 601-3R,Bombardier Challenger 601-3R,1,Private,,5175,1995
A36FFF,N320TF,B38M,Boeing,737 MAX 8,Boeing 737 MAX 8,0,American Airlines,AAL,68100,2023
