ICAO,Registration,ModelICAO,Manufacturer,Model,ManufacturerAndModel,IsPrivateOperator,Operator,AirlineCode,SerialNumber,YearBuilt
A75238,N571AZ,B763,Boeing,767-332(ER),Boeing 767-332(ER),0,Amazon Services,,30388,2000
A75283,N571DZ,A359,Airbus,A350-941,Airbus A350-941,0,Delta Air Lines,DAL,064,2016
A7563A,N572DZ,A359,Airbus,A350-941,Airbus A350-941,0,Delta Air Lines,DAL,200,2018
A75676,N572GJ,CRJ7,Bombardier,CRJ-550,Bombardier CRJ-550,0,GoJet Airlines,GJS,10117,2003
A75966,N57286,B38M,Boeing,737 MAX 8,Boeing 737 MAX 8,0,United Airlines,UAL,61854,2019
A7598C,N57299,B38M,Boeing,737 MAX 8,Boeing 737 MAX 8,0,United Airlines,UAL,67555,2023
A759F1,N573DZ,A359,Airbus,A350-941,Airbus A350-941,0,Delta Air Lines,DAL,250,2018
A75A2D,N573GJ,CRJ7,Bombardier,CL-600-2C10,Bombardier CL-600-2C10,0,GoJet Airlines,GJS,10258,2006
A75D5F,N574BA,A5,Icon,A5,Icon A5,1,Private,,00161,2022
A75DA8,N574DZ,A359,Airbus,A350-941,Airbus A350-941,0,Delta Air Lines,DAL,265,2019
