ICAO,Registration,ModelICAO,Manufacturer,Model,ManufacturerAndModel,IsPrivateOperator,Operator,AirlineCode,SerialNumber,YearBuilt
A182AE,N197FE,B763,Boeing,767-300F,Boeing 767-300F,0,Federal Express,FDX,63127,2021
A1836C,N197NV,A320,Airbus,A320-214,Airbus A320-214,0,Allegiant Air,AAY,7063,2016
A184CA,N1972,GLF6,Gulfstream,G650ER,Gulfstream G650ER,0,Nike,,6404,2019
A18504,N1973Y,GL7T,Bombardier,Global 7500,Bombardier Global 7500,1,Private,,70101,2021
A185AC,N1978R,SR22,Cirrus,SR-22,Cirrus SR-22,1,Private,,9327,2023
A18614,N198BZ,E195,Embraer,E195AR,Embraer E195AR,0,Breeze Airways,MXY,19000692,2015
A18665,N198FE,B763,Boeing,767-300F,Boeing 767-300F,0,Federal Express,FDX,63128,2021
A18723,N198NV,A320,Airbus,A320-214,Airbus A320-214,0,Allegiant Air,AAY,7138,2016
A18845,N1980K,GLF6,Gulfstream,G650,Gulfstream G650,0,Noel Air,,6011,2011
A18976,N1989,GLEX,Bombardier,BD-700-1A10 Global 6000,Bombardier BD-700-1A10 Global 6000,1,Private,,9039,1999
A18A1C,N199FE,B763,Boeing,767-300F,Boeing 767-300F,0,Federal Express,FDX,63129,2021
A18A95,N199LA,GLEX,Bombardier,Global 6000,Bombardier Global 6000,0,Executive Jet Management,EJM,9524,2012
A18ADA,N199NV,A320,Airbus,A320-214,Airbus A320-214,0,Allegiant Air,AAY,7207,2016
A18D54,N2AC,GLEX,Bombardier,Global 6000,Bombardier Global 6000,0,DAC Global,,9455,2011
A18D83,N2C,GLF6,Gulfstream Aerospace,G650ER,Gulfstream Aerospace G650ER,1,Private,,6485,2022
A18DEE,N2GG,C56X,Cessna,560XL Citation Excel,Cessna 560XL Citation Excel,0,Delta Private Jets,DPJ,560-5137,2000
A18FCE,N20BL,GALX,Gulfstream Aerospace,G200,Gulfstream Aerospace G200,1,Private,,094,2004
