ICAO,Registration,ModelICAO,Manufacturer,Model,ManufacturerAndModel,IsPrivateOperator,Operator,AirlineCode,SerialNumber,YearBuilt
49D039,OK-JRE,C700,Cessna,700 Citation Longitude,Cessna 700 Citation Longitude,0,Smartwings,TVS,700-0068,2022
49D053,OK-WND,C56X,Cessna,560XL Citation XLS,Cessna 560XL Citation XLS,0,Aeropartner,DFC,560-6295,2020
49D05D,OK-CAA,C56X,Cessna,Citation Excel,Cessna Citation Excel,0,Airstream,AQS,560-5183,2001
49D086,OK-KIN,C25B,Cessna,Citation CJ3,Cessna Citation CJ3,0,Aeropartner,DFC,525B0362,2011
49D0F9,OK-BIZ,C56X,Cessna,560XL Citation XLS+,Cessna 560XL Citation XLS+,0,Aeropartner,DFC,560-6223,2016
49D127,OK-EMZ,M600,Piper,M600,Piper M600,1,Private,,3163,
49D135,OK-WAY,CL60,Bombardier,Challenger CL605,Bombardier Challenger CL605,0,Eclair Aviation,ECC,5953,2014
49D262,OK-ZDR,PC12,Pilatus,PC-12 NGX,Pilatus PC-12 NGX,1,Private,,2185,
49D390,OK-MIT,C340,Cessna,340A,Cessna 340A,0,PRIMIS,,340A0355,1977
49D39B,OK-BII,BE40,Raytheon Aircraft Company,400 A,Raytheon Aircraft Company 400 A,0,Jetbee Czech,JBC,RK-318,
49D3BB,OK-IOO,A320,Airbus,A320-214,Airbus A320-214,0,Czech Airlines,CSA,3762,2009
49D485,OK-AWB,BR23,BRM Aero,Bristell B23,BRM Aero Bristell B23,1,Private,,040/2022,2013
49D4CF,OK-STS,E55P,Embraer,Phenom 300,Embraer Phenom 300,0,QA Aviation,QNR,50500601,2021
49D4E1,OK-DJB,BE4W,Hawker,400XT,Hawker 400XT,0,Time Air,TIE,RK-376,
49D4E4,OK-BZZ,BE40,Hawker Beechcraft,400XP,Hawker Beechcraft 400XP,0,Jetbee Czech,JBC,RK-0552,2008
49D4EB,OK-KKF,GLF6,Gulfstream Aerospace,G650,Gulfstream G650,0,ABS Jets,ABP,6416,2019
49D4F7,OK-KGR,C56X,Cessna,Ciatation XLS+,Cessna Ciatation XLS+,0,Eclair Aviation,ECC,560-6325,2022
49D4FF,OK-VOS,GA5C,Gulfstream Aerospace,G500,Gulfstream Aerospace G500,1,Private,,72090,2022
49D505,OK-KEV,DA62,Diamond,DA-62,Diamond DA-62,1,Private,,62.192,
49D506,OK-BOB,B350,Beechcraft,B300 King Air 350,Beechcraft B300 King Air 350,1,Private,,FL-322,
49D507,OK-OPT,B06,Bell,206B JetRanger III,Bell 206B JetRanger III,1,Private,,4666,
49D508,OK-PHE,E55P,Embraer,Phenom 300E,Embraer Phenom 300E,1,Private,,50500674,2022
49D526,OK-OSK,C680,Cessna,680 Citation Sovereign,Cessna 680 Citation Sovereign,0,Air Bohemia,BOH,680-0150,2007
49D53F,OK-GTX,G280,Gulfstream,G280,Gulfstream G280,0,Eclair Aviation,ECC,2253,2022
49D54A,OK-KOO,M600,Piper,PA-46-600TP M600,Piper PA-46-600TP M600,1,Private,,4698243,2023
49D552,OK-CJI,C525,Cessna,Citation CJ1,Cessna Citation CJ1,1,Private,,525-0101,
49D557,OK-SIX,GLF6,Gulfstream,G650ER,Gulfstream G650ER,0,ABS Jets,ABP,6544,2023
49D558,OK-HUB,GLF5,Gulfstream,G500,Gulfstream G500,1,Private,,72113,
49D56E,OK-PHA,E55P,Embraer,Phenom 300,Embraer Phenom 300,1,Private,,50500611,2021
49D58D,OK-EXE,PC12,Pilatus,PC-12 NGX,Pilatus PC-12 NGX,1,Private,,2243,
49D5D3,OK-PCJ,PC24,Pilatus,PC-24,Pilatus PC-24,0,OK Business Aircraft,,310,
