ICAO,Registration,ModelICAO,Manufacturer,Model,ManufacturerAndModel,IsPrivateOperator,Operator,AirlineCode,SerialNumber,YearBuilt
AD60BB,N961JX,E145,Embraer,ERJ-145LR,Embraer ERJ-145LR,0,JSX,JSX,145605,2002
AD6113,N961NK,A20N,Airbus,A321-271NX,Airbus A321-271NX,0,Spirit Airlines,NKS,11003,2022
AD639E,N962AK,B39M,Boeing,737 MAX 9,Boeing 737 MAX 9,0,Alaska Airlines,ASA,44078,2023
AD63A8,N962AV,A20N,Airbus,A320-251N,Airbus A320-251N,0,Avianca,AVA,10781,2022
AD63E1,N962DB,TBM9,Socata,TBM 960,Socata TBM 960,1,Private,,1408,
AD675F,N963AV,A20N,Airbus,A320-251N,Airbus A320-251N,0,Avianca,AVA,10802,2022
AD677E,N963CA,B752,Boeing,757-223,Boeing 757-223,0,National Airlines,NCR,32381,2001
AD67E3,N963GB,C25C,Cessna,525C Citation CJ4,Cessna 525C Citation CJ4,1,Private,,525C-0059,2011
AD6881,N963NK,A21N,Airbus,A320-271N,Airbus A320-271N,0,Spirit Airlines,NKS,11088,2022
AD6B16,N964AV,A20N,Airbus,A320-251N,Airbus A320-251N,0,Avianca,AVA,10842,2022
AD6BD4,N964JK,TBM9,Socata,TBM 960,Socata TBM 960,1,Private,,1462,
AD6C38,N964NK,A20N,Airbus,A320-271N,Airbus A320-271N,0,Spirit Airlines,NKS,11079,2022
AD6ECD,N965AV,A20N,Airbus,A320-251N,Airbus A320-251N,0,Avianca,AVA,11140,2022
AD6FEF,N965NK,A20N,Airbus,A320-271N,Airbus A320-271N,0,Spirit Airlines,NKS,11124,2022
