ICAO,Registration,ModelICAO,Manufacturer,Model,ManufacturerAndModel,IsPrivateOperator,Operator,AirlineCode,SerialNumber,YearBuilt
AD5022,N957RC,F900,Dassault,Falcon 900LX,Dassault Falcon 900LX,1,Private,,279,2014
AD5269,N958AK,B39M,Boeing,737 MAX 9,Boeing 737 MAX 9,0,Alaska Airlines,ASA,44072,2023
AD5273,N958AV,A320,Airbus,A320-214,Airbus A320-214,0,Avianca,AVA,6103,2014
AD533D,N958JX,E145,Embraer,ERJ-145LR,Embraer ERJ-145LR,0,JSX,JSX,145289,2000
AD5395,N958NK,A20N,Airbus,A320-271N,Airbus A320-271N,0,Spirit Airlines,NKS,10860,2022
AD562A,N959AV,A320,Airbus,A320-214,Airbus A320-214,0,Avianca,AVA,6110,2014
AD56F4,N959JX,E145,Embraer,ERJ-145LR,Embraer ERJ-145LR,0,JSX,JSX,145465,2001
AD574C,N959NK,A20N,Airbus,A320-271N,Airbus A320-271N,0,Spirit Airlines,NKS,10921,2022
AD5A80,N96HD,TBM9,Socata,TBM 960,Socata TBM 960,1,Private,,1457,
AD5AE7,N96MG,C30J,Lockheed,LM-100J Hercules,Lockheed LM-100J Hercules,0,Pallas Aviation,,5889,2018
AD5B07,N96NP,C56X,Cessna,560XL Citation XLS,Cessna 560XL Citation XLS,1,Private,,560-6074,2010
AD5C26,N960A,TBM7,Socata,TBM 700,Socata TBM 700,1,Private,,1465,2022
AD5C2B,N960AE,TBM9,Daher,TBM-940,Daher TBM-940,1,Private,,1475,
AD5C2F,N960AJ,TBM9,Socata,TBM 960,Socata TBM 960,1,Private,,1455,
AD5C30,N960AK,B39M,Boeing,737 MAX 9,Boeing 737 MAX 9,0,Alaska Airlines,ASA,44092,2023
AD5C34,N960AP,TBM7,SOCATA,TBM-700,SOCATA TBM-700,1,Private,,,
AD5C3A,N960AV,A320,Airbus,A320-214,Airbus A320-214,0,Avianca,AVA,6125,2014
AD5C50,N960BS,TBM9,Socata,TBM 960,Socata TBM 960,1,Private,,1494,
AD5C5B,N960CC,TBM9,Socata,TBM 960,Socata TBM 960,1,Private,,1498,
AD5C79,N960DH,TBM9,Socata,TBM 960,Socata TBM 960,1,Private,,1468,
AD5C86,N960DW,TBM7,Socata,TBM-960,Socata TBM-960,1,Private,,1445,
AD5C87,N960DX,TBM9,Socata,TBM-960,Socata TBM-960,1,Private,,1447,
AD5CA3,N960F,TBM9,Daher,TBM-940,Daher TBM-940,1,Private,,1429,
AD5CC1,N960GE,TBM9,Socata,TBM 960,Socata TBM 960,1,Private,,1486,
AD5CD5,N960H,TBM9,Socata,TBM 960,Socata TBM 960,1,Private,,1449,2022
AD5CF5,N960JG,GLEX,Bombardier,Global 6000,Bombardier Global 6000,1,Private,,9601,2013
AD5D47,N960MP,TBM9,Socata,TBM 960,Socata TBM 960,1,Private,,1450,
AD5D4E,N960MW,TBM9,Daher,TBM-940,Daher TBM-940,1,Private,,1473,
AD5D5C,N960NK,A20N,Airbus,A320neo,Airbus A320neo,0,Spirit Airlines,NKS,11002,2022
AD5DB7,N960SA,TBM9,Socata,TBM 960,Socata TBM 960,1,Private,,1451,
AD5DD3,N960TD,TBM9,Daher,TBM-960,Daher TBM-960,1,Private,,1453,2022
AD5E2C,N960WT,TBM9,Socata,TBM 960,Socata TBM 960,1,Private,,1459,
AD5FE7,N961AK,B39M,Boeing,737 MAX 9,Boeing 737 MAX 9,0,Alaska Airlines,ASA,63562,2023
