ICAO,Registration,ModelICAO,Manufacturer,Model,ManufacturerAndModel,IsPrivateOperator,Operator,AirlineCode,SerialNumber,YearBuilt
AD2049,N945FS,CL60,Canadair,CL-600 Challenger 604,Canadair CL-600 Challenger 604,0,Fly Fishin C,,5370,1998
AD208A,N945JG,GLEX,Bombardier,Global 6000,Bombardier Global 6000,1,Private,,9450,
AD20F1,N945NK,A20N,Airbus,A320-271N,Airbus A320-271N,0,Spirit Airlines,NKS,10594,2021
AD237C,N946AK,B39M,Boeing,737 MAX 9,Boeing 737 MAX 9,0,Alaska Airlines,ASA,44085,2022
AD24A8,N946NK,A20N,Airbus,A320-271N,Airbus A320-271N,0,Spirit Airlines,NKS,10640,2021
AD2807,N947JX,E145,Embraer,ERJ-145LR,Embraer ERJ-145LR,0,JSX,JSX,145610,2002
AD285F,N947NK,A20N,Airbus,A320-271N,Airbus A320-271N,0,Spirit Airlines,NKS,10683,2021
AD2AEA,N948AK,B39M,Boeing,737 MAX 9,Boeing 737 MAX 9,0,Alaska Airlines,ASA,44090,2022
AD2BBE,N948JX,E145,Embraer,ERJ-145LR,Embraer ERJ-145LR,0,JSX,JSX,145638,2002
AD2C16,N948NK,A20N,Airbus,A320-271N,Airbus A320-271N,0,Spirit Airlines,NKS,10744,2021
AD2EA1,N949AK,B39M,Boeing,737 MAX 9,Boeing 737 MAX 9,0,Alaska Airlines,ASA,43356,2022
AD2F1A,N949FF,GLF5,Gulfstream,G550,Gulfstream G550,1,Private,,5423,2013
AD2F75,N949JX,E145,Embraer,ERJ-145LR,Embraer ERJ-145LR,0,JSX,JSX,145639,2002
AD2FCD,N949NK,A20N,Airbus,A320-271N,Airbus A320-271N,0,Spirit Airlines,NKS,10710,2021
