ICAO,Registration,ModelICAO,Manufacturer,Model,ManufacturerAndModel,IsPrivateOperator,Operator,AirlineCode,SerialNumber,YearBuilt
AD33D6,N95RS,GL5T,Bombardier,Global 5000,Bombardier Global 5000,1,Private,,9241,2007
AD34BB,N950AV,A320,Airbus,A320-214,Airbus A320-214,0,Avianca,AVA,3545,2008
AD356F,N950J,B763,Boeing,767-3P6ER,Boeing 767-3P6ER,0,Jetran Air,MDJ,27254,1993
AD3585,N950JX,E145,Embraer,ERJ-145LR,Embraer ERJ-145LR,0,JSX,JSX,145640,2002
AD359A,N950KT,GLF4,Gulfstream,G450,Gulfstream G450,1,Private,,4187,2010
AD35DD,N950NK,A20N,Airbus,A320-271N,Airbus A320-271N,0,Spirit Airlines,NKS,10769,2021
AD3872,N951AV,A320,Airbus,A320-214,Airbus A320-214,0,Avianca,AVA,3574,2008
AD3994,N951NK,A20N,Airbus,A320-271N,Airbus A320-271N,0,Spirit Airlines,NKS,10745,2021
AD3AE6,N9511N,PA34,Piper,PA-34 Seneca,Piper PA-34 Seneca,1,Private,,34-8333098,1973
AD3C1F,N952AK,B39M,Boeing,737 MAX 9,Boeing 737 MAX 9,0,Alaska Airlines,ASA,60390,2022
AD3CF7,N952KA,BE30,Beech,B300 King Air 350,Beech B300 King Air 350,0,SFH Inc,,FL-425,
AD3D4B,N952NK,A20N,Airbus,A320-271N,Airbus A320-271N,0,Spirit Airlines,NKS,10767,2022
AD3FD6,N953AK,B39M,Boeing,737 MAX 9,Boeing 737 MAX 9,0,Alaska Airlines,ASA,44103,2022
