ICAO,Registration,ModelICAO,Manufacturer,Model,ManufacturerAndModel,IsPrivateOperator,Operator,AirlineCode,SerialNumber,YearBuilt
4CC3F5,TF-BBG,B733,Boeing,737-36E,Boeing 737-36E,0,Blue Air Lines,BBJ,25263,1991
4CC401,TF-BBO,B734,Boeing,737-46B(SF),Boeing 737-46B(SF),0,Bluebird Cargo,BBD,24573,1990
4CC41A,TF-AMI,B744,Boeing,747-412(BDSF),Boeing 747-412(BDSF),0,Magma Aviation,,27066,1992
4CC45A,TF-AMP,B744,Boeing,747-481(BCF),Boeing 747-481(BCF),0,Magma Aviation,,,1990
4CC481,TF-AMU,B744,Boeing,747-48EF,Boeing 747-48EF,0,Astral Aviation,ACP,27603,1999
4CC4A9,TF-LLL,B752,Boeing,757-256,Boeing 757-256,0,Icelandair,ICE,29307,2000
4CC4BD,TF-AMM,B744,Boeing,747-4H6(BDSF),Boeing 747-4H6(BDSF),0,Astral Aviation,ACP,25700,1993
4CC4C5,TF-AMN,B744,Boeing,747-4F6(BDSF),Boeing 747-4F6(BDSF),0,Magma Aviation,,27602,1998
4CC528,TF-AEW,A21N,Airbus,A321-251N,Airbus A321-251N,0,PLAY,FPY,8008,2018
4CC52B,TF-ICA,B39M,Boeing,737 MAX 9,Boeing 737 MAX 9,0,Icelandair,ICE,44357,2019
4CC53A,TF-ICL,B38M,Boeing,737 MAX 8,Boeing 737 MAX 8,0,Icelandair,ICE,60009,2019
4CC53B,TF-ICM,B38M,Boeing,737 MAX 8,Boeing 737 MAX 8,0,Icelandair,ICE,60010,2019
4CC545,TF-PLA,A21N,Airbus,A321-251N,Airbus A321-251N,0,PLAY,FPY,7939,2018
4CC546,TF-PLB,A21N,Airbus,A321-251N,Airbus A321-251N,0,PLAY,FPY,7945,2018
4CC547,TF-ICR,B38M,Boeing,737 MAX 8,Boeing 737 MAX 8,0,Icelandair,ICE,44362,2021
4CC548,TF-ICD,B39M,Boeing,737 MAX 9,Boeing 737 MAX 9,0,Icelandair,ICE,44361,2021
4CC549,TF-ICS,B38M,Boeing,737 MAX 8,Boeing 737 MAX 8,0,Icelandair,ICE,44569,2022
4CC54A,TF-AMD,B744,Boeing,747-409F,Boeing 747-409F,0,JetOneX,,30760,2000
4CC54B,TF-AME,B744,Boeing,747-409F,Boeing 747-409F,0,Air Atlanta Icelandic,ABD,30761,2000
4CC54D,TF-BBP,B738,Boeing,737-8F2(BCF),Boeing 737-8F2(BCF),0,Bluebird Cargo,BBD,29788,2001
4CC54E,TF-BBQ,B738,Boeing,737-8F2BCF,Boeing 737-8F2BCF,0,Bluebird Cargo,BBD,29786,2000
4CC552,TF-PPA,A20N,Airbus,A320-251N,Airbus A320-251N,0,PLAY,FPY,9357,2020
4CC553,TF-PPB,A20N,Airbus,A320-251N,Airbus A320-251N,0,PLAY,FPY,10134,2020
4CC55D,TF-AMJ,B744,Boeing,747-412(BCF),Boeing 747-412(BCF),0,JetOneX,,24975,1991
4CC55E,TF-AMK,B744,Boeing,747-467F,Boeing 747-467F,0,Air Atlanta Icelandic,ABD,27503,1995
4CC561,TF-PPC,A20N,Airbus,A320-251N,Airbus A320-251N,0,PLAY,FPY,11064,2022
4CC562,TF-BBR,B738,Boeing,737-8F2(BCF)(WL),Boeing 737-8F2(BCF)(WL),0,Bluebird Cargo,BBD,29782,2000
4CC564,TF-PPD,A20N,Airbus,A320-251N,Airbus A320-251N,0,PLAY,FPY,7576,2017
4CC565,TF-WFF,B744,Boeing,747-446,Boeing 747-446,0,Fly Meta,,26343,1992
4CC575,TF-ISH,B763,Boeing,767-304(ER)(BCF),Boeing 767-304(ER)(BCF),0,Icelandair,ICE,28883,1999
