ICAO,Registration,ModelICAO,Manufacturer,Model,ManufacturerAndModel,IsPrivateOperator,Operator,AirlineCode,SerialNumber,YearBuilt
48E0E0,SP-VHA,PRM1,Beech,390 Premier IA,Beech 390 Premier IA,0,Jet Story,JDI,RB-233,2008
48E109,SP-VIK,E35L,Embraer,Legacy 600,Embraer Legacy 600,0,Jet Story,JDI,14501017,2007
48E81B,SP-AGA,FA7X,Dassault,Falcon 7X,Dassault Falcon 7X,0,AMC Aviation,AMQ,272,
48E81C,SP-ZON,M700,Piper,M700 Fury,Piper M700 Fury,1,Private,,46020042,2024
48E81F,SP-RDO,CL35,Bombardier,Challenger 3500,Bombardier Challenger 3500,0,Jet Story,JDI,21003,2024
48E899,SP-ESN,B738,Boeing,737-85R,Boeing 737-85R,0,Enter Air,ENT,42805,2014
48E8FE,SP-JAL,PC12,Pilatus,PC-12 NGX,Pilatus PC-12 NGX,1,Private,,2404,2024
48E957,SP-OVO,LJ60,Learjet,60XR,Learjet 60XR,0,AMC Aviation,AMQ,60-331,2007
48E9D7,SP-JOY,C25B,Cessna,Citation CJ3+,Cessna Citation CJ3+,0,ZondaJet,,525B0537,
48EBED,2-SALE,DA62,Diamond,DA62,Diamond DA62,1,Private,,62.069,
48EF33,SP-WCA,A321,Airbus,A321-232(PCF),Airbus A321-232(PCF),0,Warsaw Cargo,,01619,2001
